number,value,datetime_start,datetime_complete,duration,params_act,params_add_self_loops,params_bias,params_gnn_aggr,params_hidden_channels_log2,params_jk,params_num_layers,params_to_hetero_aggr,user_attrs_acc,user_attrs_aprc,user_attrs_auc,user_attrs_best_epoch,user_attrs_f1,user_attrs_learning_rate,user_attrs_loss,user_attrs_n_hidden,user_attrs_precision,user_attrs_recall,user_attrs_total_epochs,state
30,0.9604161381721497,2023-01-12 23:26:10.243915,2023-01-12 23:29:02.934384,0 days 00:02:52.690469,relu,False,True,max,7,none,5,min,0.9338688254356384,0.9604161381721497,0.9941568374633789,360,0.789512038230896,0.01,0.2525559067726135,128,0.65538090467453,0.9926739931106567,560,COMPLETE
49,0.7549275755882263,2023-01-13 00:11:21.839939,2023-01-13 00:12:26.148936,0 days 00:01:04.308997,leaky_relu,False,True,sum,6,none,5,min,0.929049551486969,0.7549275755882263,0.9465814232826233,358,0.6550724506378174,0.01,1.316724419593811,64,0.541966438293457,0.8278388381004333,558,COMPLETE
22,0.7451786994934082,2023-01-12 23:12:20.299309,2023-01-12 23:16:30.403053,0 days 00:04:10.103744,relu,False,True,max,6,none,8,min,0.9289156794548035,0.7451786994934082,0.9577349424362183,726,0.6611111164093018,0.01,1.0251694917678833,64,0.5324384570121765,0.8717948794364929,926,COMPLETE
14,0.6330397129058838,2023-01-12 23:03:11.547260,2023-01-12 23:04:45.855143,0 days 00:01:34.307883,relu,False,True,sum,5,none,8,min,0.9269076585769653,0.6330397129058838,0.9409669637680054,652,0.4728434383869171,0.01,1.2859374284744263,32,0.31489360332489014,0.9487179517745972,852,COMPLETE
34,0.551141619682312,2023-01-12 23:35:32.558511,2023-01-12 23:41:48.601623,0 days 00:06:16.043112,relu,False,False,min,7,last,5,max,0.9279785752296448,0.551141619682312,0.9300540685653687,960,0.51777184009552,0.01,1.5065829753875732,128,0.3644510805606842,0.8937729001045227,1160,COMPLETE
12,0.4530789256095886,2023-01-12 23:01:16.632106,2023-01-12 23:02:15.150702,0 days 00:00:58.518596,relu,False,True,sum,5,none,8,min,0.9269076585769653,0.4530789256095886,0.8957409858703613,329,0.3666003942489624,0.01,0.7601912617683411,32,0.23412899672985077,0.8443223237991333,529,COMPLETE
9,0.4205497205257416,2023-01-12 22:53:07.286001,2023-01-12 22:58:16.849638,0 days 00:05:09.563637,relu,False,True,max,7,none,8,min,0.9279785752296448,0.4205497205257416,0.8015701174736023,383,0.44766998291015625,0.01,6.514680862426758,128,0.3840104937553406,0.5366300344467163,583,COMPLETE
26,0.4191700220108032,2023-01-12 23:20:04.897072,2023-01-12 23:21:35.933428,0 days 00:01:31.036356,leaky_relu,False,True,max,6,none,6,min,0.9271753430366516,0.4191700220108032,0.833031177520752,255,0.49511852860450745,0.01,4.872601509094238,64,0.3997747600078583,0.6501831412315369,455,COMPLETE
41,0.35010164976119995,2023-01-12 23:57:02.045660,2023-01-12 23:58:34.530049,0 days 00:01:32.484389,relu,False,False,max,6,last,6,min,0.9274430871009827,0.35010164976119995,0.7837793827056885,257,0.41871166229248047,0.01,7.457039833068848,64,0.3601583242416382,0.5,457,COMPLETE
13,0.3455657660961151,2023-01-12 23:02:15.176273,2023-01-12 23:03:11.523622,0 days 00:00:56.347349,relu,False,True,sum,4,none,6,min,0.9269076585769653,0.3455657660961151,0.8553601503372192,781,0.3005741238594055,0.01,0.7861390709877014,16,0.18426501750946045,0.8150182962417603,981,COMPLETE
46,0.30560731887817383,2023-01-13 00:01:30.392340,2023-01-13 00:08:35.629933,0 days 00:07:05.237593,relu,False,False,max,8,last,8,min,0.9273092150688171,0.30560731887817383,0.7769142389297485,137,0.315691739320755,0.01,5.9134202003479,256,0.21144278347492218,0.622710645198822,337,COMPLETE
36,0.2994268536567688,2023-01-12 23:45:10.055906,2023-01-12 23:49:54.086077,0 days 00:04:44.030171,leaky_relu,False,False,min,8,last,4,max,0.9273092150688171,0.2994268536567688,0.7614330053329468,273,0.3119810223579407,0.01,4.104772567749023,256,0.2307017594575882,0.48168498277664185,473,COMPLETE
29,0.2807501554489136,2023-01-12 23:23:22.845553,2023-01-12 23:26:10.217817,0 days 00:02:47.372264,leaky_relu,False,True,max,6,none,8,mean,0.9281124472618103,0.2807501554489136,0.7148587703704834,483,0.36669212579727173,0.01,9.433509826660156,64,0.3145478367805481,0.4395604431629181,683,COMPLETE
21,0.2730359733104706,2023-01-12 23:09:22.646492,2023-01-12 23:12:20.274378,0 days 00:02:57.627886,relu,False,True,max,6,none,8,min,0.9270414710044861,0.2730359733104706,0.772235095500946,457,0.33821573853492737,0.01,5.603869438171387,64,0.2656903862953186,0.4652014672756195,657,COMPLETE
39,0.2685762345790863,2023-01-12 23:53:16.064536,2023-01-12 23:55:50.175495,0 days 00:02:34.110959,leaky_relu,True,False,min,6,last,4,mean,0.9271753430366516,0.2685762345790863,0.7482215166091919,907,0.30812641978263855,0.01,7.458254337310791,64,0.2226753681898117,0.5,1107,COMPLETE
11,0.266191303730011,2023-01-12 22:59:10.458083,2023-01-12 23:01:16.607793,0 days 00:02:06.149710,relu,False,True,min,6,none,7,min,0.9275769591331482,0.266191303730011,0.7422195672988892,338,0.3472668528556824,0.01,6.6833062171936035,64,0.3094555735588074,0.3956044018268585,538,COMPLETE
31,0.25839024782180786,2023-01-12 23:29:02.972564,2023-01-12 23:30:38.742219,0 days 00:01:35.769655,relu,False,True,max,7,none,3,min,0.9270414710044861,0.25839024782180786,0.7444906830787659,396,0.30672645568847656,0.01,3.793286085128784,128,0.3005272448062897,0.3131868243217468,596,COMPLETE
25,0.25067052245140076,2023-01-12 23:18:52.563528,2023-01-12 23:20:04.872661,0 days 00:01:12.309133,relu,False,True,sum,5,none,7,min,0.9269076585769653,0.25067052245140076,0.7468700408935547,546,0.2831050157546997,0.01,5.807234764099121,32,0.20563846826553345,0.4542124569416046,746,COMPLETE
27,0.2478228062391281,2023-01-12 23:21:35.958380,2023-01-12 23:23:04.773880,0 days 00:01:28.815500,relu,False,True,mean,4,none,8,min,0.9269076585769653,0.2478228062391281,0.8131368160247803,897,0.29962801933288574,0.01,3.0420210361480713,16,0.18374118208885193,0.8113552927970886,1097,COMPLETE
3,0.2426847517490387,2023-01-12 22:42:33.720755,2023-01-12 22:47:43.646703,0 days 00:05:09.925948,relu,True,False,min,7,last,5,mean,0.9270414710044861,0.2426847517490387,0.7474570870399475,624,0.2630194425582886,0.01,3.290220022201538,128,0.18450184166431427,0.45787546038627625,824,COMPLETE
