iter	Logloss
264	0.2059543284
265	0.2058201053
266	0.2057014794
267	0.2055513614
268	0.2053367873
269	0.2052581296
270	0.2051903849
271	0.205073601
272	0.205050262
273	0.204968458
274	0.2048780253
275	0.2048093201
276	0.2047592955
277	0.2045689861
278	0.2044800521
279	0.204461912
280	0.2043977845
281	0.2043268016
282	0.204285397
283	0.2042522355
284	0.2041890606
285	0.2041505354
286	0.2040884589
287	0.203950485
288	0.2039084448
289	0.20382957
290	0.2037825526
291	0.2035979454
292	0.2035484371
293	0.2034986634
294	0.2034595308
295	0.2033875486
296	0.2032128589
297	0.2030894883
298	0.2029964461
299	0.2029585624
300	0.2029166139
301	0.2028433655
302	0.2027569952
303	0.2027286399
304	0.2026200059
305	0.2025753346
306	0.2025548161
307	0.2025052571
308	0.2023917962
309	0.2023412099
310	0.2022931732
311	0.2022176548
312	0.2021073141
313	0.2020873223
314	0.2020599483
315	0.2020148005
316	0.2019362385
317	0.2018680853
318	0.2017986132
319	0.2017057833
320	0.2016748988
321	0.2016393885
322	0.201517663
323	0.2014912436
324	0.2013824383
325	0.2012558537
326	0.2011400566
327	0.2010612902
328	0.2009722235
329	0.2008990721
330	0.2008421349
331	0.2008194661
332	0.2007495847
333	0.2006003664
334	0.2005014207
335	0.2003236084
336	0.2002447219
337	0.2001671837
338	0.2000466771
339	0.1999404778
340	0.1998720643
341	0.199791187
342	0.1996325903
343	0.1995859122
344	0.1995352345
345	0.1993854234
346	0.1992746237
347	0.1992209295
348	0.1991971781
349	0.1991276577
350	0.1990113848
351	0.1989337456
352	0.1988424477
353	0.1987064095
354	0.1985452
355	0.1984925721
356	0.1983928486
357	0.1983025207
358	0.198258565
359	0.1981853936
360	0.19814428
361	0.1980992017
362	0.1980581862
363	0.1980074387
364	0.1979453339
365	0.1978315625
366	0.1977846518
367	0.197748252
368	0.1977138804
369	0.1976226809
370	0.1975553515
371	0.1974590085
372	0.1974359149
373	0.1974241826
374	0.1973992869
375	0.1972928091
376	0.1972523218
377	0.1971968514
378	0.197155769
379	0.1971035309
380	0.1970621126
381	0.1970230195
382	0.1969728769
383	0.1969261777
384	0.1969100055
385	0.1968132141
386	0.196681904
387	0.1965151902
388	0.1964625683
389	0.1964189755
390	0.1964009823
391	0.1963190481
392	0.1963029509
393	0.196247603
394	0.1962014785
395	0.1961556652
396	0.1960805953
397	0.1959374902
398	0.1959000851
399	0.1958585872
400	0.1958008306
401	0.1957704959
402	0.1957311592
403	0.1957174952
404	0.1956667379
405	0.1956321968
406	0.1955104799
407	0.195403154
408	0.1953259402
409	0.1952749512
410	0.19523797
411	0.1951470266
412	0.1951069467
413	0.1950388236
414	0.1950032991
415	0.1949642584
416	0.1949465457
417	0.1948661904
418	0.194853658
419	0.1947693358
420	0.1947250985
421	0.194682182
422	0.1946659526
423	0.1945901806
424	0.1945446342
425	0.1945344174
426	0.194490817
427	0.1944199303
428	0.1943459551
429	0.1943190485
430	0.194263388
431	0.194222324
432	0.19418735
433	0.1941823863
434	0.1940591398
435	0.194011237
436	0.1939676407
437	0.193937339
438	0.193841926
439	0.1938057206
440	0.1937917209
441	0.193777792
442	0.1937162421
443	0.1936928181
444	0.1936491873
445	0.1935579702
446	0.1935128135
447	0.1934302087
448	0.1933898515
449	0.1933226476
450	0.1932621799
451	0.1931823923
452	0.1931107334
453	0.1930211918
454	0.1929428111
455	0.1929268702
456	0.1927981175
457	0.1926955747
458	0.1926842406
459	0.1926787259
460	0.1926165048
461	0.1925543593
462	0.1924840435
463	0.1924522029
464	0.1924176556
465	0.1923888733
466	0.1923533403
467	0.1923079008
468	0.1922792641
469	0.1922526616
470	0.1921381705
471	0.1920929979
472	0.1920325665
473	0.1919408498
474	0.1919105049
475	0.1918700853
476	0.1918485687
477	0.1918050971
478	0.1917334718
479	0.1916989329
480	0.1915626336
481	0.1915208398
482	0.1914915138
483	0.1914087538
484	0.1913701825
485	0.191358005
486	0.1913139714
487	0.1912163007
488	0.1912075361
489	0.1911198848
490	0.1910735094
491	0.1910415762
492	0.1909792912
493	0.1909509333
494	0.1909087169
495	0.1908504619
496	0.1907948599
497	0.190772679
498	0.1907015295
499	0.1906403701
500	0.1905771379
501	0.1905416812
502	0.1904851594
503	0.1904679217
504	0.1904319872
505	0.1903318639
506	0.1902765688
507	0.1902404482
508	0.1901466191
509	0.1901125347
510	0.1900588021
511	0.1899906362
512	0.1899827427
513	0.1899721952
514	0.1899264991
515	0.1898976434
516	0.1898617926
517	0.1898408617
518	0.1897680034
519	0.1896608044
520	0.1896277479
521	0.1895897584
522	0.1895305133
523	0.189462425
524	0.1894108043
525	0.1893848151
526	0.1892740503
527	0.1892422527
528	0.1891994135
529	0.1890967519
530	0.1890172021
531	0.1889922807
532	0.1889643808
533	0.1888873645
534	0.1888341713
535	0.1886711747
536	0.1886430709
537	0.1885843848
538	0.1884951648
539	0.1884303003
540	0.1883419531
541	0.1883077078
542	0.1882780957
543	0.1881974249
544	0.1881338977
545	0.1881052705
546	0.1880755434
547	0.1879606612
548	0.1879194902
549	0.1878947502
550	0.1878433992
551	0.1877340059
552	0.1876470268
553	0.1875870422
554	0.1875682459
555	0.1875168953
556	0.1874425432
557	0.1874017807
558	0.1873717147
559	0.1873647377
560	0.1873569943
561	0.187305347
562	0.1872867929
563	0.1872523775
564	0.187242075
565	0.1872102904
566	0.1871737136
567	0.1871313408
568	0.1870487959
569	0.1870000451
570	0.1869900423
571	0.1869807353
572	0.1869566999
573	0.1869281515
574	0.1868808904
575	0.1868394738
576	0.1868099463
577	0.186697717
578	0.1866787023
579	0.1866563338
580	0.1866006862
581	0.1865677189
582	0.1864911413
583	0.1864296989
584	0.1864088816
585	0.1863667722
586	0.1863472119
587	0.1863324941
588	0.186304379
589	0.1862171033
590	0.1861909871
591	0.1861451414
592	0.1861374418
593	0.1860915897
594	0.1859378425
595	0.1858776551
596	0.1858533329
597	0.1857881623
598	0.1857647099
599	0.1857386008
600	0.1856669968
601	0.1856043122
602	0.1855442779
603	0.1855105636
604	0.185484651
605	0.1854303876
606	0.1853628526
607	0.1852812067
608	0.1852239525
609	0.1852029319
610	0.1851164499
611	0.1850679734
612	0.1849874743
613	0.1849490807
614	0.1848798462
615	0.1847962292
616	0.1847926772
617	0.1847463892
618	0.1846880006
619	0.1845505847
620	0.1845302644
621	0.1845199169
622	0.1844888307
623	0.1844790071
624	0.1844546789
625	0.1844174548
626	0.1843797841
627	0.1843170714
628	0.1842856182
629	0.1842785383
630	0.1842648996
631	0.184242018
632	0.1842222175
633	0.1841973227
634	0.184159551
635	0.1841198695
636	0.1840929388
637	0.1839677411
638	0.1839304054
639	0.1839112482
640	0.183877249
641	0.1838586402
642	0.1837845075
643	0.1837446144
644	0.1836623073
645	0.1836062433
646	0.1835291428
647	0.1835087254
648	0.1834909909
649	0.1834659804
650	0.183414668
651	0.1834052932
652	0.1833962144
653	0.1833479083
654	0.1833084503
655	0.1832443713
656	0.1831894084
657	0.1831541068
658	0.1831498586
659	0.1831440543
660	0.1830649297
661	0.1829595829
662	0.1828795306
663	0.1828645124
664	0.1828624353
665	0.1828048669
666	0.1827732074
667	0.1827500336
668	0.1827434148
669	0.1826718284
670	0.1826049596
671	0.1825853877
672	0.182580051
673	0.1825768101
674	0.1825096387
675	0.1824433427
676	0.1823949785
677	0.1823155694
678	0.1822841943
679	0.1822416878
680	0.1821952661
681	0.1820806981
682	0.1820745634
683	0.1819610879
684	0.1819334078
685	0.1818880507
686	0.1818249645
687	0.181791215
688	0.181775887
689	0.1817377827
690	0.1817233257
691	0.1816796242
692	0.1816372812
693	0.1816090018
694	0.1815871342
695	0.181543536
696	0.1815106666
697	0.1814215458
698	0.1814067567
699	0.181319099
700	0.1812620278
701	0.1812347598
702	0.1812055151
703	0.1811324614
704	0.1811231701
705	0.1811171103
706	0.1810849114
707	0.1810409222
708	0.1810188689
709	0.1809884334
710	0.1809615242
711	0.1809141505
712	0.1808987966
713	0.1808781113
714	0.1807815189
715	0.1807064824
716	0.1806782891
717	0.1806018432
718	0.1805843574
719	0.1805185247
720	0.1804428343
721	0.1804073015
722	0.18039634
723	0.1802934146
724	0.1802320291
725	0.1801303155
726	0.1801265589
727	0.1800328371
728	0.1799533025
729	0.1798783331
730	0.1798156459
731	0.1797891701
732	0.1797677079
733	0.1797540332
734	0.1797089968
735	0.1796734403
736	0.1796495053
737	0.1796001983
738	0.1795387923
739	0.1795284985
740	0.1795103779
741	0.1794545346
742	0.1794043233
743	0.1793835223
744	0.1793373956
745	0.1793009904
746	0.1792644136
747	0.1792378945
748	0.1792188249
749	0.1791486262
750	0.1790911877
751	0.1790830953
752	0.1790533362
753	0.1790017074
754	0.1789986979
755	0.1789602899
756	0.1789268567
757	0.1789084366
758	0.1788384665
759	0.1788198098
760	0.1787392386
761	0.1787223367
762	0.178715676
763	0.1786616599
764	0.1785521314
765	0.1784749767
766	0.1784431973
767	0.1783900704
768	0.1783385313
769	0.1782710786
770	0.1782068306
771	0.1781823799
772	0.178117601
773	0.1780951771
774	0.178085962
775	0.1780130848
776	0.177953923
777	0.1779215081
778	0.1778799831
779	0.1778227455
780	0.1778001063
781	0.177778934
782	0.1777642626
783	0.1777513367
784	0.1777244636
785	0.1776852176
786	0.1776194326
787	0.1775680393
788	0.1775614393
789	0.1775582234
790	0.1774940471
791	0.1774334591
792	0.1774221424
793	0.177416588
794	0.1773730713
795	0.1773370816
796	0.1773115801
797	0.177252301
798	0.1772218032
799	0.1771282612
800	0.1770769697
801	0.1770293158
802	0.1769707331
803	0.1769366439
804	0.1768651367
805	0.1768277304
806	0.1767427145
807	0.1767045274
808	0.1766859965
809	0.1766182563
810	0.1765863147
811	0.1765352501
812	0.1764737902
813	0.176458091
814	0.1764308988
815	0.1763365809
816	0.1762794653
817	0.1762516169
818	0.1761907148
819	0.1761056613
820	0.1760649979
821	0.1760241206
822	0.1759642441
823	0.1759351911
824	0.1758647665
825	0.1758284569
826	0.1758239515
827	0.1757762469
828	0.1757116507
829	0.1756845236
830	0.1756320133
831	0.1755939165
832	0.1755342767
833	0.1755109123
834	0.1755086408
835	0.1754394986
836	0.1754199738
837	0.1753930247
838	0.1753462319
839	0.1753197087
840	0.1752398879
841	0.1752052575
842	0.1751937776
843	0.1751485856
844	0.17514641
845	0.1751138744
846	0.1750793654
847	0.1750393483
848	0.1749897542
849	0.1749879263
850	0.1749628486
851	0.1748784652
852	0.1748640836
853	0.1748461341
854	0.1748129318
855	0.1747938792
856	0.1747210227
857	0.1747104209
858	0.1746686881
859	0.1746501889
860	0.1746408414
861	0.1746246522
862	0.1745834609
863	0.1745531262
864	0.1745191934
865	0.1744965403
866	0.1744944178
867	0.1744736162
868	0.1744211425
869	0.1744057235
870	0.1743593483
871	0.1743331791
872	0.1743132935
873	0.1742764585
874	0.1742252409
875	0.1741924098
876	0.174181967
877	0.1740958944
878	0.1740402314
879	0.1739530572
880	0.1739458671
881	0.1739277313
882	0.1738695473
883	0.1737982561
884	0.1737225967
885	0.1736468504
886	0.1736010632
887	0.1735374
888	0.1734861941
889	0.1734374404
890	0.1733741074
891	0.1733616527
892	0.1732872725
893	0.1732263143
894	0.1731846158
895	0.1731721031
896	0.1731551031
897	0.1730858163
898	0.1730376746
899	0.1729951387
900	0.1729184678
901	0.1728628283
902	0.1727959911
903	0.1727329477
904	0.1726922457
905	0.1726527006
906	0.1726205717
907	0.1725993087
908	0.1725577189
909	0.1725187663
910	0.172499752
911	0.1724926096
912	0.1724795807
913	0.1724583988
914	0.172445952
915	0.17234245
916	0.1723324927
917	0.1723180771
918	0.1722962699
919	0.1722662536
920	0.172262616
921	0.1722149015
922	0.1721273818
923	0.1720963927
924	0.1720703287
925	0.172057668
926	0.1720409208
927	0.1719861704
928	0.1719718581
929	0.1719352874
930	0.1719275721
931	0.1718624402
932	0.1718128763
933	0.1717916254
934	0.1717809723
935	0.1717608245
936	0.1717123192
937	0.1716956036
938	0.1716771363
939	0.171665409
940	0.1716039434
941	0.1715519692
942	0.1715504239
943	0.171508068
944	0.1714656812
945	0.1714456441
946	0.171409284
947	0.1713964555
948	0.1713508648
949	0.1713050146
950	0.1712592019
951	0.1712375283
952	0.1712199796
953	0.1711760104
954	0.1711479191
955	0.1710902888
956	0.1710663566
957	0.1710482503
958	0.1710044582
959	0.1709667923
960	0.1709242263
961	0.1708722113
962	0.1708248779
963	0.1707897709
964	0.1707385415
965	0.1706924294
966	0.1706662597
967	0.1706512339
968	0.1706208808
969	0.1706050597
970	0.1705404255
971	0.170527234
972	0.1705094375
973	0.1704625205
974	0.1704609418
975	0.1704372425
976	0.1704259568
977	0.1703704444
978	0.1703265766
979	0.1702770327
980	0.170211288
981	0.1701575012
982	0.170102036
983	0.170087138
984	0.1700685811
985	0.1700477336
986	0.1700093806
987	0.1699990318
988	0.1699791208
989	0.1699623281
990	0.1699210085
991	0.1698580063
992	0.169821332
993	0.1697921165
994	0.169767343
995	0.1696986166
996	0.1696641895
997	0.1696436921
998	0.1695833899
999	0.1695818245
